,LongDest,LatDest,LongOrig,LatOrig
18523,-50.4259826,-21.137590799999998,-47.1375685,-23.008205
18564,-48.5459657,-27.670118,-51.175381099999996,-29.9934732
18620,-51.175381099999996,-29.9934732,-48.5459657,-27.670118
18906,-56.117268700000004,-15.653078599999999,-49.4066209,-20.8159034
18932,-49.4066209,-20.8159034,-56.117268700000004,-15.653078599999999
18958,-52.0164842,-23.4766098,-54.6741233,-20.4686937
19012,-54.6741233,-20.4686937,-52.0164842,-23.4766098
19088,-47.1375685,-23.008205,-49.9298086,-22.1970898
19197,-47.1375685,-23.008205,-53.501918,-25.001815
19301,-47.1375685,-23.008205,-51.680240399999995,-20.754857
19323,-43.965396000000005,-19.634099,-50.0010055,-6.114454
19417,-61.848756200000004,-10.8746595,-56.117268700000004,-15.653078599999999
19443,-56.117268700000004,-15.653078599999999,-61.848756200000004,-10.8746595
19525,-57.035700600000006,-29.7839952,-51.175381099999996,-29.9934732
19546,-51.175381099999996,-29.9934732,-57.035700600000006,-29.7839952
19624,-54.6741233,-20.4686937,-51.133159899999995,-23.332071399999997
19650,-51.133159899999995,-23.332071399999997,-54.6741233,-20.4686937
19728,-42.8211703,-5.0635434,-43.965396000000005,-19.634099
19754,-43.965396000000005,-19.634099,-42.8211703,-5.0635434
19903,-49.0721697,-22.165992199999998,-47.1375685,-23.008205
19907,-49.9298086,-22.1970898,-49.0721697,-22.165992199999998
20015,-43.965396000000005,-19.634099,-49.1724811,-25.5327132
20048,-49.1724811,-25.5327132,-43.965396000000005,-19.634099
20188,-51.175381099999996,-29.9934732,-43.1648755,-22.911143799999998
20314,-48.2308653,-18.888969,-47.1375685,-23.008205
20510,-38.3312411,-12.9110977,-39.0317095,-14.8140511
20511,-39.0317095,-14.8140511,-47.1375685,-23.008205
20572,-39.0317095,-14.8140511,-38.3312411,-12.9110977
20573,-47.1375685,-23.008205,-39.0317095,-14.8140511
20803,-63.89832,-8.7141702,-67.894367,-9.870171000000001
21019,-48.614822,-17.725328,-47.1375685,-23.008205
21023,-47.1375685,-23.008205,-48.614822,-17.725328
21187,-49.2221166,-16.632488000000002,-46.478126,-23.434552899999996
21422,-54.721858,-16.5885425,-56.117268700000004,-15.653078599999999
21448,-56.117268700000004,-15.653078599999999,-54.721858,-16.5885425
21495,-48.4775227,-1.3820615,-44.2348802,-2.5849927000000004
21497,-44.2348802,-2.5849927000000004,-34.924015399999995,-8.1259315
21574,-34.924015399999995,-8.1259315,-44.2348802,-2.5849927000000004
21576,-44.2348802,-2.5849927000000004,-48.4775227,-1.3820615
21651,-52.0164842,-23.4766098,-49.1724811,-25.5327132
21677,-49.1724811,-25.5327132,-52.0164842,-23.4766098
21785,-44.873941200000004,-20.1734608,-47.1375685,-23.008205
21802,-47.1375685,-23.008205,-44.873941200000004,-20.1734608
22012,-46.478126,-23.434552899999996,-48.649086700000005,-26.8805344
22064,-48.799841799999996,-26.2234999,-51.175381099999996,-29.9934732
22099,-60.046324899999995,-3.0358473999999998,-64.7250955,-3.3804019999999997
22163,-64.7250955,-3.3804019999999997,-60.046324899999995,-3.0358473999999998
22573,-48.2308653,-18.888969,-46.478126,-23.434552899999996
22599,-46.478126,-23.434552899999996,-48.2308653,-18.888969
23037,-67.894367,-9.870171000000001,-63.89832,-8.7141702
23313,-39.0317095,-14.8140511,-46.478126,-23.434552899999996
23344,-54.721858,-16.5885425,-47.1375685,-23.008205
23442,-43.1648755,-22.911143799999998,-46.6565842,-23.6273246
23447,-46.6565842,-23.6273246,-43.1648755,-22.911143799999998
23462,-39.0821431,-16.4395303,-43.1648755,-22.911143799999998
23467,-43.1648755,-22.911143799999998,-39.0821431,-16.4395303
23930,-52.3279312,-31.71795,-51.175381099999996,-29.9934732
24039,-49.1724811,-25.5327132,-53.501918,-25.001815
24070,-53.501918,-25.001815,-49.1724811,-25.5327132
24512,-56.117268700000004,-15.653078599999999,-54.4909265,-25.5938142
24513,-54.4909265,-25.5938142,-51.175381099999996,-29.9934732
24546,-51.175381099999996,-29.9934732,-54.4909265,-25.5938142
24547,-54.4909265,-25.5938142,-56.117268700000004,-15.653078599999999
24606,-51.680240399999995,-20.754857,-47.1375685,-23.008205
24693,-53.7008735,-29.7079582,-51.175381099999996,-29.9934732
24719,-51.175381099999996,-29.9934732,-53.7008735,-29.7079582
24820,-57.6608272,-19.016234,-47.1375685,-23.008205
24825,-47.1375685,-23.008205,-57.6608272,-19.016234
24875,-47.9623702,-19.766046399999997,-47.1375685,-23.008205
24901,-47.1375685,-23.008205,-47.9623702,-19.766046399999997
25828,-47.1375685,-23.008205,-54.721858,-16.5885425
26215,-35.792882899999995,-9.5116056,-34.950613700000005,-7.147060000000001
26278,-34.950613700000005,-7.147060000000001,-35.792882899999995,-9.5116056
26340,-49.4222546,-28.7232502,-47.1375685,-23.008205
27029,-38.5330966,-3.7771555,-47.1375685,-23.008205
27385,-47.1375685,-23.008205,-38.5330966,-3.7771555
27494,-46.965260799999996,-19.5603461,-43.965396000000005,-19.634099
27496,-43.965396000000005,-19.634099,-46.4925779,-18.671841699999998
27498,-46.4925779,-18.671841699999998,-46.965260799999996,-19.5603461
27775,-80.1506022,26.074234399999998,-47.1375685,-23.008205
27797,-47.1375685,-23.008205,-80.1506022,26.074234399999998
27881,-81.308083,28.4311577,-47.1375685,-23.008205
27912,-47.1375685,-23.008205,-81.308083,28.4311577
27943,-81.308083,28.4311577,-46.478126,-23.434552899999996
27974,-46.478126,-23.434552899999996,-81.308083,28.4311577
28005,-52.3638975,4.8222247000000005,-48.4775227,-1.3820615
28018,-48.4775227,-1.3820615,-52.3638975,4.8222247000000005
28041,-81.308083,28.4311577,-43.965396000000005,-19.634099
28072,-43.965396000000005,-19.634099,-81.308083,28.4311577
28103,0.049518,51.5048437,-46.478126,-23.434552899999996
28134,-46.478126,-23.434552899999996,0.049518,51.5048437
28165,0.049518,51.5048437,-43.2494233,-22.8134098
28196,-43.2494233,-22.8134098,0.049518,51.5048437
28227,-46.478126,-23.434552899999996,-63.140756499999995,-17.6431198
28258,-66.178894,-17.413954,-46.478126,-23.434552899999996
28271,-63.140756499999995,-17.6431198,-46.478126,-23.434552899999996
28307,-34.924015399999995,-8.1259315,8.5621518,50.0379326
28311,8.5621518,50.0379326,-34.924015399999995,-8.1259315
28315,-38.3312411,-12.9110977,8.5621518,50.0379326
28320,8.5621518,50.0379326,-38.3312411,-12.9110977
28325,-38.5330966,-3.7771555,8.5621518,50.0379326
28330,8.5621518,50.0379326,-38.5330966,-3.7771555
28335,-43.2494233,-22.8134098,8.5621518,50.0379326
28344,8.5621518,50.0379326,-43.2494233,-22.8134098
28353,-79.3873743,9.0667013,-60.046324899999995,-3.0358473999999998
28384,-60.046324899999995,-3.0358473999999998,-79.3873743,9.0667013
28415,-79.3873743,9.0667013,-34.924015399999995,-8.1259315
28433,-34.924015399999995,-8.1259315,-79.3873743,9.0667013
28451,-79.3873743,9.0667013,-47.9172348,-15.869736900000001
28482,-47.9172348,-15.869736900000001,-79.3873743,9.0667013
28513,-79.3873743,9.0667013,-43.2494233,-22.8134098
28544,-43.2494233,-22.8134098,-79.3873743,9.0667013
28609,-79.3873743,9.0667013,-51.175381099999996,-29.9934732
28640,-51.175381099999996,-29.9934732,-79.3873743,9.0667013
28671,-43.965396000000005,-19.634099,-79.3873743,9.0667013
28702,-79.3873743,9.0667013,-43.965396000000005,-19.634099
28733,-79.3873743,9.0667013,-46.478126,-23.434552899999996
28764,-46.478126,-23.434552899999996,-79.3873743,9.0667013
29078,-83.3553842,42.2161722,-46.478126,-23.434552899999996
29091,-46.478126,-23.434552899999996,-83.3553842,42.2161722
29105,-84.4277001,33.6407282,-43.2494233,-22.8134098
29136,-43.2494233,-22.8134098,-84.4277001,33.6407282
29167,-84.4277001,33.6407282,-46.478126,-23.434552899999996
29198,-46.478126,-23.434552899999996,-84.4277001,33.6407282
29327,-81.308083,28.4311577,-47.9172348,-15.869736900000001
29344,-47.9172348,-15.869736900000001,-81.308083,28.4311577
29423,-46.478126,-23.434552899999996,11.775027900000001,48.3536621
29454,11.775027900000001,48.3536621,-46.478126,-23.434552899999996
29485,-46.478126,-23.434552899999996,8.5621518,50.0379326
29516,8.5621518,50.0379326,-46.478126,-23.434552899999996
29619,-43.2494233,-22.8134098,13.234862,-8.847951
29632,13.234862,-8.847951,-43.2494233,-22.8134098
29645,-46.478126,-23.434552899999996,13.234862,-8.847951
29663,13.234862,-8.847951,-46.478126,-23.434552899999996
29681,54.650073600000006,24.441938,-46.478126,-23.434552899999996
29712,-46.478126,-23.434552899999996,54.650073600000006,24.441938
29743,-46.478126,-23.434552899999996,38.7989319,8.9800689
29760,38.7989319,8.9800689,-46.478126,-23.434552899999996
29948,-54.4909265,-25.5938142,-46.478126,-23.434552899999996
29979,-46.478126,-23.434552899999996,-43.2494233,-22.8134098
29984,-43.2494233,-22.8134098,-46.478126,-23.434552899999996
29989,-38.3312411,-12.9110977,-43.2494233,-22.8134098
30020,-56.117268700000004,-15.653078599999999,-43.2494233,-22.8134098
30046,-43.2494233,-22.8134098,-56.117268700000004,-15.653078599999999
30072,-60.046324899999995,-3.0358473999999998,-43.2494233,-22.8134098
30103,-43.2494233,-22.8134098,-60.046324899999995,-3.0358473999999998
30134,-35.792882899999995,-9.5116056,-47.9172348,-15.869736900000001
30165,-47.9172348,-15.869736900000001,-35.792882899999995,-9.5116056
30196,-47.9172348,-15.869736900000001,-49.1724811,-25.5327132
30258,-49.1724811,-25.5327132,-47.9172348,-15.869736900000001
30351,-49.2221166,-16.632488000000002,-47.9172348,-15.869736900000001
30382,-67.894367,-9.870171000000001,-47.9172348,-15.869736900000001
30604,-46.6565842,-23.6273246,-54.4909265,-25.5938142
30640,-38.3312411,-12.9110977,-35.3673819,-5.768370200000001
30705,-38.5330966,-3.7771555,-38.3312411,-12.9110977
30848,-38.3312411,-12.9110977,-38.5330966,-3.7771555
30903,-35.3673819,-5.768370200000001,-38.3312411,-12.9110977
31031,-43.2494233,-22.8134098,-34.924015399999995,-8.1259315
31109,-34.924015399999995,-8.1259315,-43.2494233,-22.8134098
31140,-52.0164842,-23.4766098,-46.6565842,-23.6273246
31296,-46.6565842,-23.6273246,-52.0164842,-23.4766098
31348,-47.9172348,-15.869736900000001,-38.5330966,-3.7771555
31446,-38.3312411,-12.9110977,-46.6565842,-23.6273246
32066,-35.792882899999995,-9.5116056,-38.3312411,-12.9110977
32092,-46.6565842,-23.6273246,-56.117268700000004,-15.653078599999999
32133,-37.07624620000001,-10.9822278,-43.2494233,-22.8134098
32138,-43.2494233,-22.8134098,-37.07624620000001,-10.9822278
32143,-46.6565842,-23.6273246,-51.133159899999995,-23.332071399999997
32200,-47.9172348,-15.869736900000001,-34.924015399999995,-8.1259315
32231,-43.2494233,-22.8134098,-47.9172348,-15.869736900000001
32267,-43.2494233,-22.8134098,-38.3312411,-12.9110977
32334,-47.9172348,-15.869736900000001,-49.2221166,-16.632488000000002
32748,-35.8940206,-7.2688784,-38.3312411,-12.9110977
32867,-54.4909265,-25.5938142,-43.2494233,-22.8134098
32874,-49.1724811,-25.5327132,-43.2494233,-22.8134098
32934,-34.924015399999995,-8.1259315,-46.6565842,-23.6273246
32943,-46.6565842,-23.6273246,-34.924015399999995,-8.1259315
32947,-48.2308653,-18.888969,-46.6565842,-23.6273246
32957,-46.478126,-23.434552899999996,-34.950613700000005,-7.147060000000001
32988,-34.950613700000005,-7.147060000000001,-46.478126,-23.434552899999996
33019,-47.9172348,-15.869736900000001,-51.175381099999996,-29.9934732
33104,-51.133159899999995,-23.332071399999997,-46.478126,-23.434552899999996
33197,-46.6565842,-23.6273246,-49.2221166,-16.632488000000002
33223,-49.2221166,-16.632488000000002,-46.6565842,-23.6273246
33275,-48.649086700000005,-26.8805344,-43.2494233,-22.8134098
33301,-54.4909265,-25.5938142,-46.6565842,-23.6273246
33306,-43.2494233,-22.8134098,-35.3673819,-5.768370200000001
33627,-51.1869302,-29.1949191,-46.6565842,-23.6273246
33653,-46.6565842,-23.6273246,-51.1869302,-29.1949191
33705,-34.924015399999995,-8.1259315,-47.9172348,-15.869736900000001
33772,-43.2494233,-22.8134098,-49.1724811,-25.5327132
33834,-47.9172348,-15.869736900000001,-38.3312411,-12.9110977
33835,-38.3312411,-12.9110977,-37.07624620000001,-10.9822278
33896,-51.175381099999996,-29.9934732,-47.9172348,-15.869736900000001
33927,-43.2494233,-22.8134098,-38.5330966,-3.7771555
33958,-47.9172348,-15.869736900000001,-54.6741233,-20.4686937
33984,-54.6741233,-20.4686937,-47.9172348,-15.869736900000001
34010,-47.9172348,-15.869736900000001,-42.8211703,-5.0635434
34100,-38.5330966,-3.7771555,-35.3673819,-5.768370200000001
34160,-47.9172348,-15.869736900000001,-48.3575251,-10.294325599999999
34222,-38.3312411,-12.9110977,-35.792882899999995,-9.5116056
34269,-48.614822,-17.725328,-46.6565842,-23.6273246
34278,-46.6565842,-23.6273246,-48.614822,-17.725328
34289,-38.3312411,-12.9110977,-47.9172348,-15.869736900000001
34370,-42.8211703,-5.0635434,-47.9172348,-15.869736900000001
34830,-48.649086700000005,-26.8805344,-46.6565842,-23.6273246
34834,-46.6565842,-23.6273246,-48.649086700000005,-26.8805344
34838,-48.5459657,-27.670118,-46.478126,-23.434552899999996
34957,-46.478126,-23.434552899999996,-48.5459657,-27.670118
35040,-43.2494233,-22.8134098,-46.6565842,-23.6273246
35123,-46.6565842,-23.6273246,-43.2494233,-22.8134098
35273,-51.175381099999996,-29.9934732,-43.2494233,-22.8134098
35304,-43.2494233,-22.8134098,-51.175381099999996,-29.9934732
35399,-40.5660751,-9.3665077,-34.924015399999995,-8.1259315
35462,-34.924015399999995,-8.1259315,-40.5660751,-9.3665077
36081,-44.2348802,-2.5849927000000004,-47.9172348,-15.869736900000001
36413,-67.894367,-9.870171000000001,-72.77342800000001,-7.598349000000001
36643,-40.2835346,-20.257648899999996,-46.6565842,-23.6273246
36772,-47.9172348,-15.869736900000001,-44.2348802,-2.5849927000000004
36812,-46.6565842,-23.6273246,-48.2308653,-18.888969
36900,-38.3312411,-12.9110977,-43.1648755,-22.911143799999998
36931,-47.9172348,-15.869736900000001,-63.89832,-8.7141702
36962,-48.799841799999996,-26.2234999,-46.6565842,-23.6273246
36967,-46.6565842,-23.6273246,-48.799841799999996,-26.2234999
37008,-49.1369385,-5.3717191,-47.9172348,-15.869736900000001
37143,-35.3673819,-5.768370200000001,-47.9172348,-15.869736900000001
37226,-47.9172348,-15.869736900000001,-48.4775227,-1.3820615
37257,-43.1648755,-22.911143799999998,-38.3312411,-12.9110977
37288,-37.07624620000001,-10.9822278,-46.478126,-23.434552899999996
37319,-47.9172348,-15.869736900000001,-34.950613700000005,-7.147060000000001
37382,-47.9172348,-15.869736900000001,-47.4560696,-5.5316945
37475,-37.07624620000001,-10.9822278,-38.3312411,-12.9110977
37579,-54.6741233,-20.4686937,-46.6565842,-23.6273246
37610,-46.6565842,-23.6273246,-54.6741233,-20.4686937
37703,-48.3575251,-10.294325599999999,-47.9172348,-15.869736900000001
37839,-63.89832,-8.7141702,-47.9172348,-15.869736900000001
37899,-56.117268700000004,-15.653078599999999,-46.6565842,-23.6273246
38095,-46.478126,-23.434552899999996,-54.4909265,-25.5938142
38255,-35.792882899999995,-9.5116056,-43.2494233,-22.8134098
38286,-43.2494233,-22.8134098,-35.792882899999995,-9.5116056
38363,-46.6565842,-23.6273246,-38.3312411,-12.9110977
38378,-47.9172348,-15.869736900000001,-46.6565842,-23.6273246
38399,-46.6565842,-23.6273246,-47.9172348,-15.869736900000001
38822,-43.1648755,-22.911143799999998,-47.9172348,-15.869736900000001
38922,-34.950613700000005,-7.147060000000001,-47.9172348,-15.869736900000001
39055,-43.2494233,-22.8134098,-40.2835346,-20.257648899999996
39589,-43.2494233,-22.8134098,-54.4909265,-25.5938142
39718,-46.478126,-23.434552899999996,-48.4775227,-1.3820615
39749,-48.4775227,-1.3820615,-46.478126,-23.434552899999996
40062,-47.9172348,-15.869736900000001,-43.2494233,-22.8134098
40124,-47.9172348,-15.869736900000001,-43.1648755,-22.911143799999998
40491,-48.5459657,-27.670118,-46.6565842,-23.6273246
40517,-46.6565842,-23.6273246,-48.5459657,-27.670118
40518,-48.5459657,-27.670118,-52.6606432,-27.134138500000002
40790,-52.6606432,-27.134138500000002,-48.5459657,-27.670118
41450,-38.5330966,-3.7771555,-43.2494233,-22.8134098
41574,-35.3673819,-5.768370200000001,-43.2494233,-22.8134098
41610,-34.950613700000005,-7.147060000000001,-35.8940206,-7.2688784
41611,-35.8940206,-7.2688784,-43.2494233,-22.8134098
41614,-43.2494233,-22.8134098,-34.950613700000005,-7.147060000000001
41984,-47.9172348,-15.869736900000001,-67.894367,-9.870171000000001
42185,-43.2494233,-22.8134098,-44.2348802,-2.5849927000000004
42190,-44.2348802,-2.5849927000000004,-43.2494233,-22.8134098
42195,-46.6565842,-23.6273246,-47.7751674,-21.134750699999998
42221,-47.7751674,-21.134750699999998,-46.6565842,-23.6273246
42325,-47.9172348,-15.869736900000001,-40.2835346,-20.257648899999996
42351,-40.2835346,-20.257648899999996,-47.9172348,-15.869736900000001
43747,-40.2835346,-20.257648899999996,-38.3312411,-12.9110977
44058,-60.046324899999995,-3.0358473999999998,-46.478126,-23.434552899999996
44212,-46.478126,-23.434552899999996,-60.046324899999995,-3.0358473999999998
44895,-38.5330966,-3.7771555,-47.9172348,-15.869736900000001
45386,-40.2835346,-20.257648899999996,-43.2494233,-22.8134098
46737,-49.2221166,-16.632488000000002,-43.2494233,-22.8134098
46751,-43.2494233,-22.8134098,-49.2221166,-16.632488000000002
46855,-38.3312411,-12.9110977,-35.8940206,-7.2688784
46957,-60.046324899999995,-3.0358473999999998,-38.5330966,-3.7771555
46983,-38.5330966,-3.7771555,-60.046324899999995,-3.0358473999999998
47009,-51.133159899999995,-23.332071399999997,-46.6565842,-23.6273246
47014,-47.9172348,-15.869736900000001,-48.5459657,-27.670118
47040,-48.5459657,-27.670118,-47.9172348,-15.869736900000001
47066,-39.0821431,-16.4395303,-46.478126,-23.434552899999996
47089,-46.478126,-23.434552899999996,-39.0821431,-16.4395303
47506,-47.4560696,-5.5316945,-47.9172348,-15.869736900000001
47633,-48.4775227,-1.3820615,-47.9172348,-15.869736900000001
47971,-51.175381099999996,-29.9934732,-38.3312411,-12.9110977
48002,-38.3312411,-12.9110977,-51.175381099999996,-29.9934732
48147,-46.478126,-23.434552899999996,-38.5330966,-3.7771555
48178,-38.5330966,-3.7771555,-46.478126,-23.434552899999996
48488,-47.9172348,-15.869736900000001,-49.1369385,-5.3717191
49684,-34.950613700000005,-7.147060000000001,-43.2494233,-22.8134098
50158,-46.478126,-23.434552899999996,-44.2348802,-2.5849927000000004
50189,-44.2348802,-2.5849927000000004,-46.478126,-23.434552899999996
50452,-43.2494233,-22.8134098,-48.5459657,-27.670118
50479,-48.5459657,-27.670118,-43.2494233,-22.8134098
50561,-43.2494233,-22.8134098,-48.649086700000005,-26.8805344
51287,-72.77342800000001,-7.598349000000001,-67.894367,-9.870171000000001
51456,-46.6565842,-23.6273246,-40.2835346,-20.257648899999996
52738,-48.4775227,-1.3820615,-43.2494233,-22.8134098
52790,-43.2494233,-22.8134098,-48.4775227,-1.3820615
52850,-63.89832,-8.7141702,-46.478126,-23.434552899999996
52863,-46.478126,-23.434552899999996,-63.89832,-8.7141702
53180,-46.478126,-23.434552899999996,-49.0721697,-22.165992199999998
53678,-46.478126,-23.434552899999996,-51.133159899999995,-23.332071399999997
53848,-47.9172348,-15.869736900000001,-49.4066209,-20.8159034
53871,-49.4066209,-20.8159034,-47.9172348,-15.869736900000001
54142,-51.4176625,-22.1783402,-46.478126,-23.434552899999996
54168,-46.478126,-23.434552899999996,-37.07624620000001,-10.9822278
54308,-46.478126,-23.434552899999996,-51.4176625,-22.1783402
54771,-46.478126,-23.434552899999996,-39.272229100000004,-7.215097200000001
54802,-39.272229100000004,-7.215097200000001,-46.478126,-23.434552899999996
55040,-42.8211703,-5.0635434,-46.478126,-23.434552899999996
55340,-43.1709909,-21.514326800000003,-43.965396000000005,-19.634099
55690,-48.4775227,-1.3820615,-50.0010055,-6.114454
55702,-50.0010055,-6.114454,-48.4775227,-1.3820615
55947,-43.965396000000005,-19.634099,-43.1709909,-21.514326800000003
56006,-52.2490864,-3.2535656000000004,-47.9172348,-15.869736900000001
56102,-47.9172348,-15.869736900000001,-52.2490864,-3.2535656000000004
56413,-39.0317095,-14.8140511,-43.2494233,-22.8134098
56418,-43.2494233,-22.8134098,-39.0317095,-14.8140511
56480,-48.5459657,-27.670118,-43.1648755,-22.911143799999998
56506,-43.1648755,-22.911143799999998,-48.5459657,-27.670118
56630,-47.9172348,-15.869736900000001,-35.3673819,-5.768370200000001
56832,-49.0721697,-22.165992199999998,-46.478126,-23.434552899999996
57771,-51.067109499999994,0.05000809999999999,-47.9172348,-15.869736900000001
57789,-47.9172348,-15.869736900000001,-51.067109499999994,0.05000809999999999
58807,-58.534828399999995,-34.8150044,-35.3673819,-5.768370200000001
58812,-35.3673819,-5.768370200000001,-58.534828399999995,-34.8150044
58817,-60.7803905,-32.9168872,-46.478126,-23.434552899999996
58825,-46.478126,-23.434552899999996,-60.7803905,-32.9168872
58833,-55.2000586,5.4560033,-48.4775227,-1.3820615
58837,-48.4775227,-1.3820615,-55.2000586,5.4560033
58851,-57.5141814,-25.2415129,-46.478126,-23.434552899999996
58882,-46.478126,-23.434552899999996,-57.5141814,-25.2415129
58913,-68.7984902,-32.8278642,-46.478126,-23.434552899999996
58922,-46.478126,-23.434552899999996,-68.7984902,-32.8278642
58931,-56.03024179999999,-34.8371859,-51.175381099999996,-29.9934732
58949,-51.175381099999996,-29.9934732,-56.03024179999999,-34.8371859
59039,-64.2123198,-31.315436699999996,-43.2494233,-22.8134098
59052,-43.2494233,-22.8134098,-64.2123198,-31.315436699999996
59066,-64.2123198,-31.315436699999996,-46.478126,-23.434552899999996
59079,-46.478126,-23.434552899999996,-64.2123198,-31.315436699999996
59092,-60.7803905,-32.9168872,-43.2494233,-22.8134098
59101,-43.2494233,-22.8134098,-60.7803905,-32.9168872
59110,-70.0119926,12.5015939,-46.478126,-23.434552899999996
59119,-46.478126,-23.434552899999996,-70.0119926,12.5015939
59128,-66.81713140000001,10.288347,-46.478126,-23.434552899999996
59137,-46.478126,-23.434552899999996,-66.81713140000001,10.288347
59146,-56.03024179999999,-34.8371859,-46.478126,-23.434552899999996
59177,-46.478126,-23.434552899999996,-56.03024179999999,-34.8371859
59226,-56.03024179999999,-34.8371859,-43.2494233,-22.8134098
59239,-43.2494233,-22.8134098,-56.03024179999999,-34.8371859
59262,-59.4877921,13.076584800000001,-46.478126,-23.434552899999996
59267,-46.478126,-23.434552899999996,-59.4877921,13.076584800000001
59350,-68.36839659999998,18.5622845,-43.2494233,-22.8134098
59355,-43.2494233,-22.8134098,-68.36839659999998,18.5622845
59414,-70.7972354,-33.391189399999995,-46.478126,-23.434552899999996
59445,-46.478126,-23.434552899999996,-70.7972354,-33.391189399999995
59538,-38.5330966,-3.7771555,-58.534828399999995,-34.8150044
59543,-58.534828399999995,-34.8150044,-38.5330966,-3.7771555
59835,-46.478126,-23.434552899999996,-68.36839659999998,18.5622845
59848,-68.36839659999998,18.5622845,-46.478126,-23.434552899999996
59961,-68.36839659999998,18.5622845,-43.965396000000005,-19.634099
59965,-43.965396000000005,-19.634099,-68.36839659999998,18.5622845
60005,-3.5679515,40.4839361,-43.2494233,-22.8134098
60036,-43.2494233,-22.8134098,-3.5679515,40.4839361
60164,-60.046324899999995,-3.0358473999999998,-68.960945,12.188463
60177,-68.960945,12.188463,-60.046324899999995,-3.0358473999999998
60190,9.276308,45.452176,-35.3673819,-5.768370200000001
60192,-38.5330966,-3.7771555,9.276308,45.452176
60210,-70.7972354,-33.391189399999995,-47.1375685,-23.008205
60219,-77.10744140000001,-12.0436644,-47.1375685,-23.008205
60223,-43.2494233,-22.8134098,4.768274400000001,52.3105386
60246,4.768274400000001,52.3105386,-43.2494233,-22.8134098
60269,-46.478126,-23.434552899999996,4.768274400000001,52.3105386
60300,4.768274400000001,52.3105386,-46.478126,-23.434552899999996
60333,9.276308,45.452176,-46.478126,-23.434552899999996
60396,-46.478126,-23.434552899999996,9.276308,45.452176
60648,-43.2494233,-22.8134098,-70.7972354,-33.391189399999995
60679,-70.7972354,-33.391189399999995,-43.2494233,-22.8134098
60746,-46.478126,-23.434552899999996,-54.843592,-25.4555
60760,-54.843592,-25.4555,-46.478126,-23.434552899999996
60917,-77.10744140000001,-12.0436644,-54.4909265,-25.5938142
60939,-54.4909265,-25.5938142,-77.10744140000001,-12.0436644
60961,-77.10744140000001,-12.0436644,-46.478126,-23.434552899999996
60963,-46.478126,-23.434552899999996,-77.10744140000001,-12.0436644
61027,-60.046324899999995,-3.0358473999999998,-70.0119926,12.5015939
61036,-70.0119926,12.5015939,-60.046324899999995,-3.0358473999999998
61740,-47.9172348,-15.869736900000001,-39.272229100000004,-7.215097200000001
61771,-39.272229100000004,-7.215097200000001,-47.9172348,-15.869736900000001
62474,-52.3296274,-28.2428363,-46.478126,-23.434552899999996
62505,-46.478126,-23.434552899999996,-52.3296274,-28.2428363
63156,-37.07624620000001,-10.9822278,-47.9172348,-15.869736900000001
63185,-47.9172348,-15.869736900000001,-37.07624620000001,-10.9822278
65104,-40.5660751,-9.3665077,-38.3312411,-12.9110977
65164,-38.3312411,-12.9110977,-40.5660751,-9.3665077
65619,-39.0317095,-14.8140511,-47.9172348,-15.869736900000001
65680,-47.9172348,-15.869736900000001,-39.0317095,-14.8140511
66323,-38.5330966,-3.7771555,-39.272229100000004,-7.215097200000001
66382,-39.272229100000004,-7.215097200000001,-38.5330966,-3.7771555
66915,-74.14449690000001,4.7014128,-38.5330966,-3.7771555
66920,-38.5330966,-3.7771555,-74.14449690000001,4.7014128
66940,-56.0068645,-4.2457249,-56.7696703,-2.669512
66945,-52.2490864,-3.2535656000000004,-54.786243299999995,-2.4248295
67095,-54.786243299999995,-2.4248295,-52.2490864,-3.2535656000000004
67096,-56.7696703,-2.669512,-56.0068645,-4.2457249
67249,-66.899163,-4.8755008,-60.046324899999995,-3.0358473999999998
67258,-60.046324899999995,-3.0358473999999998,-66.899163,-4.8755008
67267,-62.9175264,-0.9756045,-66.99130550000001,-0.1510764
67268,-66.99130550000001,-0.1510764,-60.046324899999995,-3.0358473999999998
67269,-60.046324899999995,-3.0358473999999998,-62.9175264,-0.9756045
67279,-60.046324899999995,-3.0358473999999998,-66.99130550000001,-0.1510764
67281,-62.9175264,-0.9756045,-60.046324899999995,-3.0358473999999998
67282,-66.99130550000001,-0.1510764,-62.9175264,-0.9756045
67297,-69.88315190000002,-6.6368523,-64.7250955,-3.3804019999999997
67302,-64.7250955,-3.3804019999999997,-69.88315190000002,-6.6368523
67310,-65.3491463,-4.88428,-60.046324899999995,-3.0358473999999998
67314,-60.046324899999995,-3.0358473999999998,-65.3491463,-4.88428
67318,-63.0705311,-7.5397607,-60.046324899999995,-3.0358473999999998
67319,-61.2840064,-5.8097377,-63.0705311,-7.5397607
67322,-60.046324899999995,-3.0358473999999998,-61.2840064,-5.8097377
67330,-60.046324899999995,-3.0358473999999998,-63.0705311,-7.5397607
67333,-61.2840064,-5.8097377,-60.046324899999995,-3.0358473999999998
67335,-63.0705311,-7.5397607,-61.2840064,-5.8097377
67342,-63.89832,-8.7141702,-64.7695129,-7.2780848
67343,-64.7695129,-7.2780848,-60.046324899999995,-3.0358473999999998
67386,-47.7751674,-21.134750699999998,-47.9172348,-15.869736900000001
67417,-47.9172348,-15.869736900000001,-47.7751674,-21.134750699999998
67448,-47.9172348,-15.869736900000001,-55.5814853,-11.8786454
